ཀ-ངོས	cylinder
བཟོ-བཅོས-གོ-ཆོད	apply changes
བཟོ-བཅོས-དུས-ཚོད	modified
བཟོ-བཅོས-པར-གཞི	revisions
བཟོ-བཅོས-བཤེར-དཔྱད-ཚབ-ཨང	modification detection code
བཟོ-བཅོས-བཤེར-དཔྱད	modification detection
བཟོ-བཅོས-མ-བྱས	unmodified
བཟོ-བཅོས-ཚེས-གྲངས	mod date
བཟོ-བཅོས-འདོར-བ	abandon change
བཟོ-བཅོས-རུང-བ	modifiability
བཟོ-བཅོས-ལག-ཆ	repair tools
བཟོ-བཅོས	change; repair; modify
བཟོ-བདག	manufacturer
བཟོ-མཁན	manufacturer
བཟོ-འགྱུར-བར-སྟོང	version space
བཟོ-རྟགས	model
བཟོ-རྩལ	craftwork
བཟོ-ལྟ	genre; style
བཟོ-ལྟའི-མ-ཤོག	style sheet
བཟོ-ལྟའི-ལག-ཆའི-ཚན-བྱང	style toolbar
བཟོ-སྐྲུན-ཐོན-ཁུངས-འཆར-གཞི	manufacturing resource planning
བཟོ-སྐྲུན-སྡེ-ཚན	manufacturing cell
བཟོ	create
བཟོས-མ	default
བར-ཁུལ-གྱི-ཆེ-ཆུང	buffer size
བར-ཁུལ-གྲངས-ཀ	number of buffers
བར-ཁུལ-ཆུང-དྲགས-པ	buffer too small
བར-ཁུལ-མི-འདང-བ	buffer is insufficient
བར-ཁུལ-ལུད-པ	buffer overruns
བར-ཁུལ-སྒྲིག-འགོད	buffer settings
བར-ཁུལ	buffer; buffer storage
བར-གཅོད-བཅོལ-ཆས	interrupt register
བར-གཅོད-བརྗོད-ཚིག	abort statement
བར-གཅོད	interrupt; interruption
བར-གསེང	interval
བར-གསེང-དུས-རྩི-ཆས	interval timer
བར-གསེང-ཞེང-ཚད	gap width
བར-གྱི-ཚོགས-འདུ	moderated conference
བར-ཐག	distance
བར-དཀྱིལ-ཚིགས-ཚེག	intermediate node
བར-བརྒལ-རྒྱུད-ཁོངས	change-over system
བར-བརྒྱུད-གནས-ཡུལ	indirect address
བར-བརྒྱུད-བཀའ-བརྡ	indirect instruction
བར-བརྒྱུད-འདྲེན-སྤྱོད	indirect referencing
བར-བརྒྱུད-རིམ-ལོག	indirectly recursive
བར-བརྒྱུད-སྤྱོད-མཁན	indirect user
བར-བརྒྱུད-སྤྲོད-པ	indirect submission
བར-བརྒྱུད	indirect
བར-མཐུད-ཆས	repeater
བར-མཚམས-རེ	interleave every
བར-མཚམས-སྐད-བརྡ	intermediate language
བར-འཇུག	insert
བར-འཇུག-ཚེག	caret
བར-འཇུག-རི-མོ	illustration
བར-འདོགས-ཐབས	infix notation
བར-རྫས	medium
བར-སྟོང-གྲོན-ཆུང	space-saving
བར-སྟོང-ཆེ-ཆུང	size on disk
བར-སྟོང-སྟོང-པ-དོ-དམ	free-space administration
བརྒལ-བ	excess
བརྒལ-ཚད	span
བརྒྱ-ཆའི-ནུས-པ	percentage function
བརྒྱད-གོང-འགྲིལ-ལུགས-གྲངས	octal numeral
བརྒྱད-བགོས-སྡོང-འགྲེམས	octree
བརྒྱུད-གཏོང	transmission
བརྒྱུད-གཏོང-གློག-ལམ	transmission line
བརྒྱུད-གཏོང-དགོས-ཆས	transmission facilities
བརྒྱུད-གཏོང-དཔེ-རྣམ	transport model
བརྒྱུད-གཏོང-ཚད-གཞི	transmissive standard
བརྒྱུད-གཏོང-ཚོད-འཛིན-ཡིག-རྟགས	transmission control character
བརྒྱུད-གཏོང-འགྲོས-ཚད	transfer rate
བརྒྱུད-གཏོང-འཕྲིན-ལམ	transmission channel
བརྒྱུད-གཏོང-རྒྱུ-ལམ-འགོར-འགྱངས	transmission path delay
བརྒྱུད-གཏོང-ལག-རྩལ	transmission techniques
བརྒྱུད-གཏོང-ལྡེབ	transmission frame
བརྒྱུད-གཏོང-སྨྱན-གཟུགས	transmission medium
བརྒྱུད-དཔར-འཕྲུལ-འཁོར	transfer interpreter
བརྒྱུད-འགྲེམས	to forward
བརྒྱུད-འཛིན	inheritance
བརྒྱུད-རིམ-གསལ-སྒྲོམ	progress box
བརྒྱུད-རིམ-བདེ-འཇགས	procedural security
བརྒྱུད-རིམ-བར-གཅོད-བརྡ-རྟགས	process interrupt signal
བརྒྱུད-རིམ-མཐུད-ཁའི-རྒྱུད-ཁོངས	process interface system
བརྒྱུད-རིམ-ཚར-བ	progress done
བརྒྱུད-རིམ-ཚོད-འཛིན-སྒྲིག-ཆས	process control equipment
བརྒྱུད-རིམ-འདོན-སྤྱོད-བརྗོད-ཚིག	procedure-call statement
བརྒྱུད-རིམ-འདོན-སྤྱོད	procedure call
བརྒྱུད-རིམ-རང-བཞིན-གྱི-ཤེས-བྱ	procedural knowledge
བརྒྱུད-རིམ-རྗེས-འདེད	process tracking
བརྒྱུད-རིམ-རྩིས-འཁོར-རྒྱུད-ཁོངས	process computer system
བརྒྱུད-རིམ-ལ-གཏོད-པའི-སྐད-བརྡ	procedure-oriented language
བརྒྱུད-རིམ-སྐད-བརྡ	procedural language
བརྒྱུད-རིམ	process; procedure
བརྒྱུད-ལམ	path
བརྒྱུད-སྐྱེལ-དཀར-ཆག	transferring directory
བརྒྱུད-སྐྱེལ-དཔེ-རྣམ	transfer mode
བརྒྱུད-སྐྱེལ-དུས-ཚོད	transfer time
བརྒྱུད-སྐྱེལ-ཕྱོད	transfer rate
བརྒྱུད-སྐྱེལ-མཇུག-སྒྲིལ	transfer complete
བརྒྱུད-སྐྱེལ-ལེགས-སྒྲུབ	transfer successful
བརྒྱུད-སྐྱེལ	to transfer
བརྒྱུད-སྦྲེལ-ནུས-པ	connectivity
བརྒྱུད-སྦྲེལ-རང-བཞིན	connectivity
བརྗེ-པོ-རྒྱག	replace
བརྗེ-བ	replace; switching
བརྗེ-མཐེབ-བེད-སྤྱོད-པ	use toggle keys
བརྗེ-མཐེབ	togglekeys
བརྗེ-མི-ཐུབ	cannot replace
བརྗེ-སྒྱུར	to transform
བརྗེ-སྟངས	exchange way
བརྗེ-སྤོ	displace
བརྗེ	replace as
བརྗེད-ཐོ	memo
བརྗོད-གཞི	proposition; subject
བརྗོད-པ	sentence
བརྗོད-པའི-ཚིག-ཐོ	spoken vocabulary
བརྗོད-ཚིག	predicate; statement
བརྗོད-ཚིག-དང-བརྗོད-ཚུལ	statements and expressions
བརྗོད-ཚིག-སྦྲགས-མ	compound statement
བརྗོད-སྙིང-འཁྲབ-མཁན	thematic role
བརྙན-ཆས	camera
བརྙན-འཕྲིན-ཪཱཾ	video RAM
བརྙན-འཕྲིན-ཁྱད-ཆོས	video feature
བརྙན-འཕྲིན-གྲངས-འགྲེལ	video decode
བརྙན-འཕྲིན-ཐགས-ཞེང	video bandwidth
བརྙན-འཕྲིན-ནང-གསོག	video memory
བརྙན-འཕྲིན-ཕྱིར-འདོན	video output
བརྙན-འཕྲིན-བརྒྱུད-གཏོང	video transmission
བརྙན-འཕྲིན-མངོན-སྟོན-མཐའ-སྣེ	video display terminal
བརྙན-འཕྲིན-ཚོགས-འདུ	video conferencing
བརྙན-འཕྲིན-འཛིན-ཆས	video control
བརྙན-འཕྲིན-ཡིག-ཆ	video file
བརྙན-འཕྲིན-རིས-ཡིག	videotext
བརྙན-འཕྲིན-རྣམ-གཞག	video format
བརྙན-འཕྲིན-ལེན-ཆས	video camera
བརྙན-འཕྲིན-སྒྲིག-ཚུལ	TV mode
བརྙན-འཕྲིན	video
བརྙན-ཡོལ-གྱི-མདོག	screen color
བརྙན-ཡོལ-གྱི-འབྱེད-ཕྱོད	screen resolution
བརྙན-ཡོལ-ཆ-ཚད	screen dimensions
བརྙན-ཡོལ-པང-ངོས	screen panel
བརྙན-ཡོལ-བརྙན-རྒྱུའི-མཐོ-ཚད	screen pixels height
བརྙན-ཡོལ-བརྙན-རྒྱུའི-ཞེང-ཚད	screen pixels wide
བརྙན-ཡོལ-མངོན-སྟོན-ཡག-ཤོས	optimizating screen display
བརྙན-ཡོལ-མངོན-སྟོན-ལེགས-བསྒྱུར	optimization screen display
བརྙན-ཡོལ-ཚད-ལེན	burn in
བརྙན-ཡོལ-ཡི-གེ	screen text
བརྙན-ཡོལ-ཡོངས-སུ-ཁ-ཕྱེ-བ	open with full screen
བརྙན-ཡོལ-རྒྱབ-ལྗོངས	screen background
བརྙན-ཡོལ-རྒྱུ-སྤུས	screen medium
བརྙན-ཡོལ-རྩོམ-སྒྲིག-ཆས	screen editor
བརྙན-ཡོལ-སྡུར-ཚད	screen scale
བརྙན-ཡོལ-སྲུང-སྐྱོབ-བྱ-རིམ	screen saver
བརྙན-ཡོལ	screen
བརྙན-རིས-ཆེ-ཆུང	image size
བརྙན-རིས-བརྒྱུད-སྐྱེལ	image transfer
བརྙན-རིས-བསྐྱར-གྲུབ	image regeneration
བརྙན-རིས-མཐའ-མ	last image
བརྙན-རིས-འབྱེད-ཕྱོད	image resolution
བརྙན-རིས-ཡིག-ཆ	image document
བརྙན-རིས-རྣམ-གཞག	image format
བརྙན-རིས-སྒྲིག-གཅོད	image processing
བརྙན-རིས	image
བརྙན-རྒྱུ-གྲངས	pixel number
བརྙན-རྒྱུ-རི-མོ	pixel map
བརྙན-རྒྱུ	pixel; picture element; pel
བརྙན-རྒྱུའི-གྲངས-ཐང	pixel value
བརྙན-ཤེལ	screen
བརྙན-སྐྱེལ-ཆས	fax machine
བརྙན-སྐྱེལ-པང	fax board
བརྙན-སྐྱེལ-ཞབས-ཞུ	fax service
བརྙན-སྐྱེལ-སྙོམ-སྒྲིག-ཆས	fax modem
བརྙན-སྐྱེལ-ཨང-གྲངས	fax number
བརྙན-སྐྱེལ	to fax; fax; telecopy
བརྙན-སྟོན-འཕྲུལ-འཁོར	projector
བརྙན-སྟོན	projection
བརྙན-སྡེར-འཕྲུལ-འཁོར	DVD player
བརྟག-ཐབས	heuristic method
བརྟག-དཔྱད-བྱ-རིམ	diagnostic program
བརྟག-དཔྱད-ཞིབ-ཕྲ-བྱེད-ཚུལ	microdiagnostics
བརྟག-དཔྱད-རྩོལ-ནུས	diagnostic function
བརྟག-དཔྱད	diagnostic
བརྟག-བཤེར-དཔེ-རྣམ	testing mode
བརྟག-བཤེར-བྱ-རིམ	checking program
བརྟག-བཤེར-བྱ-ས	check point
བརྟག-བཤེར-ཚབ-ཨང	checking code
བརྟག-བཤེར-རུང-བ	accountability
བརྟན-མིན-རྣམ-པ	unstable state
བརྟན-ཙམ-གྱི-རྣམ-པ	metastable state
བརྟན-འཇགས-མནའ-འབྲེལ	stable coalition
བརྟན-འཇགས	stabilize
བརྟན-འདྲའི-རྣམ-པ	quasistable state
བརྟན-རྣམ-ཟུང-ལྡན-གློག-ལམ	bistabl circuit
བརྟན-རྣམ-རྐྱང-པའི-གློག-ལམ	monostable circuit
བརྟན-རྣམ-རྐྱང-པའི-ཐུག-ཐོན-གློག-ལམ	monostable trigger circuit
བརྟན-རྣམ	stable state
བརྟོལ-བབས	print through
བརྟོལ-མཐོང	pivot
བརྡ-གཏོང-བ	notify
བརྡ-ཆས	indicator
བརྡ-འཕྲིན-ཁུངས	message source
བརྡ-འཕྲིན-གཏོང-ལེན-ཞབས-ཞུ	message handling service
བརྡ-འཕྲིན-གནད-བསྡུས	message digest
བརྡ-འཕྲིན-གཙོ-གཞི	body
བརྡ-འཕྲིན-གསོག-ཆས	message store
བརྡ-འཕྲིན-གླེང-སྒྲོམ	message box dialog
བརྡ-འཕྲིན-ངོ-རྟགས-ཞབས-ཞུ	message identification service
བརྡ-འཕྲིན-ཉར-གསོག	message storage
བརྡ-འཕྲིན-དང-དེའི-འཕྲིན-གཏོང	messages and their communication
བརྡ-འཕྲིན-དབྱེ-གཅོད-ཚབ-ཨང	message authentication code
བརྡ-འཕྲིན-དབྱེ-གཅོད	message authentication
བརྡ-འཕྲིན-བརྒྱུད-གཏོང-རྒྱུད-ཁོངས	message transfer system
བརྡ-འཕྲིན-བརྒྱུད-གཏོང-ལས-ཚབ	message transfer agent
བརྡ-འཕྲིན-བརྒྱུད-སྐྱེལ	message transfer
བརྡ-འཕྲིན-མྱུལ-བ	probe
བརྡ-འཕྲིན-འདུ-ཚང	message sink
བརྡ-འཕྲིན-ཡི-གེ	message text
བརྡ-འཕྲིན-རྣམ-གཞག	message format
བརྡ-འཕྲིན-སྒྲིག-གཅོད-ཁོར-ཡུག	message handling environment
བརྡ-འཕྲིན-སྒྲིག-གཅོད-བཀོལ-སྤྱོད	message handling operations
བརྡ-འཕྲིན-སྒྲིག-གཅོད-ཡན-ལག-རྒྱུད-ཁོངས	messaging subsystem
བརྡ-འཕྲིན-སྒྲིག-གཅོད-རྒྱུད-ཁོངས	message handling system
བརྡ-འཕྲིན-སྒྲིག-གཅོད	message handling
བརྡ-འཕྲིན-སྒྲོམ-བུ	message box
བརྡ-འཕྲིན	message
བརྡ-རྟགས-དབྱིབས-བཅོས	signal shaping
བརྡ-རྟགས-བརྒྱུད-གཏོང	signaling
བརྡ-རྟགས-བརྗེ-སྒྱུར	signal transformation
བརྡ-རྟགས-རྒྱུ-གཞི	signal element
བརྡ-རྟགས-སླར-སྐྱེས	signal regeneration
བརྡ-རྟགས	signal
བརྡ-སྤྱོད	pragmatics
བརྡ-སྤྲོད-གཞི-རྒྱུ	lexical element
བརྡ-སྤྲོད-ནོར-སྐྱོན	invalid syntax error
བརྡ-སྤྲོད-མཚོན-རྟགས	lexical token
བརྡ-སྤྲོད-ཞིབ-བཤེར-ཆས	semantic checker
བརྡ-སྤྲོད-ཞིབ-བཤེར-བྱ-རིམ	grammar checker
བརྡ-སྤྲོད-ཞིབ-བཤེར	syntax checking
བརྡ-སྤྲོད-སྟོན-སྒྲིག-བྱ-རིམ	syntax-directed editor
བརྡ-སྤྲོད-སྡེ-ཚན	lexical unit
བརྡ-སྤྲོད	syntax
བརྡབ-འཁྲུག-བཟོད-ནུས	surge resistances urge withstand capability
བརྡར-གཅོད-བཀའ-བརྡ	discrimination instruction; decision instruction
བརྩེགས-པ	overlap
བརྩེགས-མ	cascade
བལྟོས-གནས-སྤོ-སྒྱུར-མཐེབ-འཛིན	phase shift keying
བལྟོས-བཅས-ཁྲོབ	relative entropy
བལྟོས-བཅས-གནས-ཚད	relative coordinate
བལྟོས-བཅས-གནས-ཡུལ-འཚོལ-ཐབས	relative addressing
བལྟོས-བཅས-གནས-ཡུལ	relative address
