འབའ-ཞིག	kevala. n^anyatra
དེ-བཞིན-ཉིད-རྣམ-པར-མི-རྟོག-པ-མཉམ-པ-ཉིད-ལས-བྱུང-བའི-ཤེས-རབ	tathatA-nirvikalpa-samatA-niryANatA-prajJA
དེ-བཞིན-ཉིད-རྣམ-པར-མི-རྟོག-པའི-ཤེས-རབ	tathatA-nirvikalpa-prajJA
དེ-བཞིན-ཉིད-ལ-ཡང-དག-པར-ཞུགས-པ-རྣམ-པར-མི-རྟོག-པའི-མཉམ-པ	tathatA-samyak-praveza-nirvikalpa-samatA
དེ-བཞིན-གཤེགས-པ	tathAgata
དེ-བཞིན-གཤེགས-པ-ལ	tathAgatasy^antike
དེ-བཞིན-གཤེགས-པ-རྣམས-ཀྱི-ལས-མཁྱེན-པ	tathAgatAnAM karma-jJAnam
དེ-བཞིན-གཤེགས-པ-ལྟ-བ	tathAgata-darzana
དེ-བཞིན-གཤེགས-པ-ལ-མཆོད-པའི-བྱེ-བྲག-རྣམ-པ-ཐམས-ཅད	sarv^akArA tathAgata-pUjA
དེ-བཞིན-གཤེགས-པ-ལ-མཆོད-པ-དང-རིམ-གྲོ-བྱེད-པ	tathAgata-pUj^opasthAnatA
དེ-བཞིན-གཤེགས-པ-དགྲ-བཅོམ-པ-ཡང-དག-པར-རྫོགས-པའི-སངས-རྒྱས	tathAgat^arhat-samyak-saMbuddha
དེ-བཞིན-གཤེགས-པས-གསུངས-པ	tathAgata-pravedita. tathAgata-bhASita
དེ-བཞིན-གཤེགས-པས-གསུངས-པ-ཟབ-མོ-སྟོང-པ-ཉིད-དང-ལྡན-པའི-ཆོས	gambhIrAMs tathAgata-bhASitAn zUnyatA-pratisaMyuktAn dharmAn
དེ-བཞིན-གཤེགས-པས-གསུངས-པ-མ-ཡིན-པ	na-tathAgata-bhASitAH
དེ-བཞིན-གཤེགས-པས-གསུངས-པའི-ཆོས-འདུལ-བ	tathAgata-pravedite dharma-vinaye. tathAgata-pravedito dharma-vinayaH
དེ-བཞིན-གཤེགས-པས-གསུངས-པའི-མདོ-སྡེ-ཟབ-མོ-སྟོང-པ-ཉིད-དང-ལྡན-པ	gambhIrANAM tathAgata-bhASitAnAM zUnyatA-pratisaMyuktAnAm
དེ-བཞིན-གཤེགས-པར-གྱུར-པ	tathAgata-bhUta
དེ-བཞིན-གཤེགས-པའི-རིགས	tathAgata-vaMza. tathAgata-kula
དེ-བཞིན-གཤེགས-པའི-ས	tathAgata-bhUmi. tathAgatI bhUmiH
དེ-བཞིན-གཤེགས-པའི-སྤྱན	tathAgata-cakSus
དེ-བཞིན-གཤེགས-པའི-ཡུལ	tathAgata-viSaya
དེ-བཞིན-གཤེགས-པའི-ཐུགས-ཀྱི-སྲས	tathAgatasy^aurasaH putraH
དེ-བཞིན-གཤེགས-པའི-ཕོ-ཉ	tathAgata-dUta
དེ-བཞིན-གཤེགས-པའི-གཟུགས-ཀྱི-སྐུ	tathAgata-rUpa-kAya
དེ-བཞིན-གཤེགས-པའི-དགོངས-ཏེ-གསུངས-པ	tathAgata-saMdhAya-bhASita
དེ-བཞིན-གཤེགས-པའི-སྤྱོད-པ	tathAgata-caryA
དེ-བཞིན-གཤེགས-པའི-སྤྱོད-ཡུལ	tathAgata-gocara
དེ-བཞིན-གཤེགས-པའི-གོ-འཕང	tathAgatasya padam
དེ-བཞིན-གཤེགས-པའི-མཆོད-རྟེན-ལ-མཆོད-པ-བྱེད-པ	tathAgata-caitya-pUjA
དེ-བཞིན-གཤེགས-པའི-ལས-སུ-མཛད-པ	tathAgata-karaNIya
དེ-བཞིན-གཤེགས-པའི-སྟོབས-བཅུ-པོ	daza tathAgata-balAni
དེ-བཞིན-གཤེགས-པའི-ཡེ-ཤེས	tathAgata-jJAna
དེ-བཞིན-གཤེགས-པའི-སྐུ-གཟུགས	tathAgata-pratimA
དེ-བཞིན-གཤེགས-པའི-མཛད-པ	tathAgata-kRtya
དེ-བཞིན-གཤེགས-པའི-གནས-པ	tathAgataH-vihAraH
དེ-བྱེ-བྲག-ཏུ-བྱ-བའི-ཕྱིར-རྣམ-པར-རྟོག-པ	tad-viziST^artha-vikalpana
དེ-ཅིའི-ཕྱིར-ཞེ-ན	tat kasya hetoH
དེ-ལྟར-ན	it^iyam. ity ayam. ity evam. evaM sati
དེ-ལྟར-ཡང-དག-པ-ཇི-ལྟ-བ-བཞིན-གྱིས	evaM-bhUtam
དེ-ལྟར-གྱུར-ན	tathA-bhUta
དེ-ལྟར-གྱུར-པ	tathA-bhUta
དེ-ལྟར-འདི-ལྟ-བུ-དང-མཐུན-པ	ity evaM-bhAgIya
དེ-ལྟར-རྣམ-པ-འདི-ལྟ-བུ	evaM-bhAgIya
དེ-ལྟར-རྣམ-གྲངས-དེས	tad anena paryAyeNa
དེ-ལྟར-མ-ཡིན-པ	na tathA
དེ-ལྟར-མ-བྱས-ན	anyathA
དེ-ཁོ-ན	tattva
དེ-ཁོ-ན-རྟོགས-པ	tattv^avabodha
དེ-ཁོ-ན-མཆོག-ཤེས-པ	parama-tattva-jJatA. parama-tattva-jJa. parama-tattva-jJAna
དེ-ཁོ-ན-བཞིན-དུ	tath^aiva ca. tathaiva
དེ-ཁོ-ན-ཤེས-པ	tattva-jJatA. tattva-jJa. tattva-jJAna
དེ-ཁོ-ན-ཤེས-པའི-མངོན-པར-ཤེས-པ-སྒྲུབ-པ	tattva-jJAn^abhijJA-nirhAra
དེ-ཁོ-ན-ལ-རྨོངས-པ	tattva-saMmoha
དེ-ཁོ-ན-ལ-ལྟ-བ	tattva-darzana
དེ-ཁོ-ནའི-དོན	tattv^artha
དེ-ཁོ-ནའི-ལེའུ	tattv^artha-paTala
དེ-ཁོ-ནའི-དོན-ལ-སྒྲིབ-གཡོགས-བྱེད-པ	tattv^arth^avacchAdakatva
དེ-ཁོ-ནའི-དོན-ལ-རྨོངས-པ	tattv^artha-saMmoha
དེ-ཁོ-ནའི-དོན-གྱི-མཆོག	zreSTha-tattv^artha
དེ-ཁོ-ནའི-དོན-གྱི-བསམ-པ	tattv^arth^azaya
དེ-ཁོ-ནའི-དོན-གྱི-མཆོག-སྤྱོད-ཡུལ-བའི-ཡེ-ཤེས	zreSTha-tattv^artha-gocara-jJAna
དེ-ཁོ-ནའི-དོན-རྟོགས-པར-བྱེད-པ	tattv^artha-prativedha
དེ-ཁོ-ནའི-མཚན-ཉིད	tattva-lakSaNa
དེ-ལས-གཞན-དུ	tad-anyathA
དེ-ལས-གཞན-པ	tad-anyatra. tad-anya
དེ-ལས-གཞན-པ-ཡིད-ལ-བྱེད-པ	tad-anya-manasikAra
དེ-ལས-གཞན-པའི-སེམས-ཅན	tad-anyeSAM sattvAnAm
དེ-ལས-གཞན-པའི-ལྟ-བ-ཐམས-ཅད-ཀྱི-རྩ-བ	tad-anya-sarva-dRSTi-mUla
དེ-ལས-གཞན-དུ-བསྒྱུར-ཞིང-བསྒྲུབ-པ	tad-anyathA-vikAr^apAdanatA
དེ-ལས-འདས-པ	tato'pi pareNa. anya
དེ-ལས-བཟློག-པ	ato viparyayeNa. etad-viparyayeNa
དེ-ལས-ལྷག-པར	ataH param
དེ-ལས-གུད-ན	tad-vyatirekeNa
དེ-ཙམ-གྱི-ཚུལ-གྱིས-བྱེད-ཀྱིས	tAvat-kAlika-yogena
དེ-སྐད-དུ-ལན-བཏབ-པ	evaM vyAkRte
དེ-གང-ཡང	tat-kiMcid
དེ-དབང-བར-བྱ-བ	tad-vazitva
དེ-དག-ཉིད	teSAm eva
དེ-དག-ཏུ-ཟད	etAvat
དེ-དག-ཉིད-ལས	ebhir eva
དེ-དག-འདི-སྙམ-དུ-སེམས-ཏེ	teSAm evam bhavati
དེ-དག-ལྟ-བུ	tAdRza
དེ-དག-ལྟ-བུའི-ཆོས-ཀྱི-རང-བཞིན	dharma-prakRtiH-tAdRzI
དེ-འདྲ-བ	evaM-rUpa
དེའི-གནས	tad-adhiSThAna
དེའི-ཕྱིར	tad-artham. tasmAt
དེའི-བདག-ཉིད	tan-mayatA. tan-maya. tAdAtmya
དེའི-བདག-ཉིད-མ-ཡིན-པ	a-tan-maya
དེའི-འོག-ཏུ	tataH. tad-anantaram
དེའི-སྐད-ཅིག	tat-kSaNa
དེའི-ཚུ-རོལ	tato 'py arvAk
དེའི-རང-བཞིན	tan-mayatA
དེའི-རང-བཞིན-མ-ཡིན-པ	a-tan-mayI
དེའི-རྗེས-ལ	anantaram
དེའི-མཇུག-ཐོགས-སུ	tasy^anantaram
དེའི-ལུས-ལ	asya kAye
དེའི-མོད-པ	tadAtva
དེའི-མོད-ལ-འདུལ-བར-འགྱུར-བ	tadAtva-vineya
དེའི-དོན-དུ	tad-artham
དེའི-ཕ-རོལ	arvAk
དེའི-ཕ-རོལ-དུ	tasmAt paramanyam
དེའི-ཕྱིར-རྣམ-གྲངས-འདིས	tad anena paryAyeNa
དེའི-གོང-དུ	tataz-c^ottari
དེའི-ངོ-བོ-ཉིད	tat-svabhAva. tan-maya-svabhAva
དེའི-ངོ-བོ-ཉིད-མ-ཡིན-པ	a-tat-svabhAva
དེའི-ངོ-བོ-ཉིད-དུ-སྣང-བ	tat-svabhAva-bhAsatA
དེའི-ཕྱི-བཞིན-གཏོང-བ	anu-/gam:anugacchati
དེད-དཔོན	s^artha-vAha
དེད-དཔོན-རྣམས-ཀྱི-ཁྱིམ	s^artha-vAha-kula
དེང	adya
དེངས-པ	jarjarI-bhAva. prakSINatA
དེར-སྣང-བ	tad-AbhAsa
དེས-ན	yena
དེས-པ	sUrata; pezala. sauratya
དགའ-བ	tuSTi. nandana. priya. prIti. preman. muditA. rata. rati. ruci. Amoda. ArAma; kAma. nandI. pramudita. prasanna. prasAda. prAmodya. spRhA. modanA. ramita. rasita. rocanA. harSa. abhi-/nand:abhinandanti. ArAdhita. audbilya. /ram:ramate. /ruc:rocayati
དགའ-བདེ	prIti-sukha
དགའ-བོ	nanda
དགའ-དགུར	kAmam
དགའ-ལྡན	tuSita
དགའ-མགུ	kAma-kAra. Ipsita
དགའ-མགུར	chandataH
དགའ-སྟོན	utsava
དགའ-ལ-དགའ-བ	ramamANa
དགའ-བའི-བཞིན	saumukhya
དགའ-བའི-སེམས	prasanna-citta
དགའ-བའི-ཚལ	nandana-vana
དགའ-བའི-ཤས-ཆེ	rati-bahula
དགའ-བའི-བསམ-པ	muditA-Azaya
དགའ-བའི-ཡོ-བྱད	tuSTy-upakaraNa
དགའ-བའི-འདོད-ཆགས-དང-བྲལ-བ	prIter virAgAd
དགའ-བའི-འདོད-ཆགས-དང-ལྡན-པ	nandI-rAga-sahagata
དགའ-བྱེད-ཀྱི-མདོ	nandika-sUtra
དགའ-བསྡུད-པ	rati-saMgrAhaka
དགའ-བསྡུད-པའི-ཡིད-ལ-བྱེད-པ	rati-saMgrAhako manaskAraH
དགའ-བ-ཉིད	ArAmatA
དགའ-བ-ཡང-དག-པར-མྱོང-བ	prIti-pratisaMvedin
དགའ-བ-ཕྱིན-ཅི-ལོག-པ	rati-viparyAsa
དགའ-བ-མེད-པ	niSprItika
དགའ-བ-མེད-པའི-བདེ-བ	niSprItikaM sukham. niSprItika-sukha
དགའ-བ-ཁ-ན-མ-ཐོ-བ-མེད-པའི-འདུ-ཤེས	an-avadya-rati-saMjJA
དགའ-བ-དང-བཅས-པ	sa-prItika
དགའ-བ-དང-བཅས-པའི-བདེ-བ	sa-prItikaM sukham. sa-prItika-sukha
དགའ-བ-དང-བདེ-བ	prIti-sukha
དགའ-བ-དང-བདེ-བ-ཅན	prIti-sukha
དགའ-བ-དང-ལྡན-པ	prIti-sahagata; prasAda-sahagata. muditA-sahagata
དགའ-བ-དང-ལྡན-པའི-སེམས	prasAda-sahagataM cittam. muditA-sahagataM cittam
དགའ-བ-དང-མཆོག-ཏུ-དགའ-བ-དང-ཤིན-ཏུ-སྦྱངས-པ-དང-བདེ-བ	prAmodyaM prItiH prazrabdhiH sukham
དགའ-བ-དང-རྩེ-བ	rati-krIDA
དགའ-བ-དང-འདོད-པ	ratim abhilASam
དགའ-བ-དང-རྩེད-མོ	rati-krIDA
དགའ-བ-དང-རྩེད-མོའི-དངོས-པོ	rati-krIDA-vastu
དགའ-བ-དང-གུས-པ	prema-gaurava
དགའ-བ-ཞེན-པ	niviSTa-prasAda
དགའ-བ-བཞིན-དུ-གནས-པ	ruciH saMtiSThate
དགའ-བ-འགྱུར-བ	priya-vipariNAma
དགའ-དགུར-སྤྱོད-པ	paricaryA. paricArita
དགའ-ལྡན-གྱི-གནས	tuSita-bhavana-vAsa
དགའ-ལྡན-གྱི-ལྷའི-རིགས	tuSite deva-nikAye
དགའ-བདེ-ཟང-ཟིང-མེད-པ	prIti-sukhaM nirAmiSam
དགའ-ཞིང-གུས-པ-མེད-པ	vigata-prema-gaurava
དགའ-ཞིང-ཡིད-བདེ-བ	nandI-saumanasya
དགའ-ཞིང-ཡིད-བདེ-བར-འགྱུར-བ	su-cittaH su-manAH
དགའ-ཞིང-མཆོག-ཏུ-དགའ-བ	prIti-prAmodya
དགའ-བཞིན-བས-མ-ཡིན-པ	na nandI-jAtaH
དགའ-བཞིན-དུ-སྦྱིན-པ	pramudita-dAnatA
དགའ-བས-སྦྱིན-པ	pramudita-dAnatA
དགའ-བར-འགྱུར-བ	rocayat
དགའ-བར-འགྱུར-པ	priya-kArin
དགའ-བར-འཛིན-པ	rati-grahaNa. rati-grAha
དགའ-བར-བྱ-བ	prasAda. priyatA. saMpraharSaNa. ArAdhana. /ram:ramiSyAmi
དགའ-བར-བྱ-བར-འདོད-པ	ramayitu-kAma
དགའ-བར-བྱེད-པ	pra-/sad:prasAdayati. priya-kArin. prIti-kara. premaNIya. premaNI. ramamANa. /spRh:spRhayati. /hRS:harSayati
དགའ-བར-མི-བྱེད-པ	na-prIyate
དགའ-བར-སྨྲ-བ	priya-vAdin
དགའ-མགུར-སྤྱོད-པ	pari-/car:paricaranti. pari-/car:paricArayati. paricaryA
དགའ-མགུར-སྤྱོད-པར-བྱེད-པ	pari-/car:paricArayante
དགའ-མགུར-སྤྱད-པ	paricArita
དགའ-མགུར-བྱེད-པ	kAma-kAra
དགའ-མགུར-བྱེད-པར-འགྱུར-བ	yathA-kAmaM karaNIyA bhavanti
དགབ-པར-བྱ-བ	praticchAdayitavya
དགག-པ	pratiSedha; pratiSiddha
དགག-པར-བྱ-བ	pratiSeddhavya. pratiSedhanatA
དགག-པར-བྱ-བའི-ཆོས	pratiSeddhavyeSu dharmeSu
དགང-སླ-བ	su-bhara
དགང-དཀའ-བ	dur-bhara-jAtIya
དགེ-འདུན	saMgha; sAMghika
དགེ-བ	kalyANa. kuzala. zukla. zubha; kalyANaka. kalyANatA. bhadratA. bhadra
དགེ-བསྙེན	upAsaka
དགེ-ཆུང	parItta-zubha
དགེ-ལེགས	kalyANa
དགེ-མཚན	kautuka
དགེ-རྒྱས	zubha-kRtsna
དགེ-སྦྱོང	zramaNa. zrAmaNya
དགེ-ཚུལ	zrAmaNera
དགེ-བསྒོམ-པར-བྱེད-པ	kuzalaM bhAvayati
དགེ-བསྙེན-མ	upAsikA
དགེ-སྦྱོང-གི-འཁོར	zramaNa-pariSad
དགེ-སྦྱོང-གི-རྒྱན	zramaN^alaMkAra
དགེ-སྦྱོང-གི-དངོས-པོ	zramaNa-bhAva
དགེ-སྦྱོང-གི-འབྲས-བུ	zrAmaNya-phala
དགེ-སྦྱོང-གྱི-འབྲས-བུ-བཞི	catvAri zrAmaNya-phalAni
དགེ-རྒྱས-ཀྱི-འདོད-ཆགས-དང-བྲལ-བ	zubha-kRtsna-vIta-rAga
དགེ-བ-ཟག-པ-དང-བཅས-པ	kuzala-sAsrava
དགེ-བ-སྤྱོད-པ	kuzala-caryA
དགེ-བ-ཇི-ལྟ-བུ-ཞིག-བཙལ-སྙམ-པ	kiM-kuzala-gaveSaNatA
དགེ-བ-ཉོན-མོངས-པ-ཅན-གྱི-རྗེས-སུ-འཇུག-པ	kuzala-kliST^anuvRtti
དགེ-བ-བཅུའི-ལས-ཀྱི-ལམ	kuzalAH-daza karma-pathAH
དགེ-བ-སྡོད-པའི-ཚུལ-ཁྲིམས-ལ-གནས-པ	kuzala-dharma-saMgrAhaka-zIla-vyavasthita
དགེ-བ-མི-སྤྱོམས-པ	praticchanna-kalyANatA. praticchanna-kalyANa
དགེ-བ-བྱས-པ	kRta-kuzala
དགེ-བ-ཀུན-ཏུ-སྤྱོད-པ	kuzala-samAcAra
དགེ-བ-ལེགས-པར-བསྡུས-པའི-ཚུལ-ཁྲིམས-ཅན	su-saMgRhIta-kuzala-zIlin
དགེ-བ-མང-བ	kuzala-bahulatA
དགེ-བ-ལ-སྦྱོར-བ	kuzala-prayoga
དགེ-བ-ལ-སེམས-རྩེ-གཅིག-ཏུ-བསྒོམ-པ	kuzala-citt^aik^agratA-bhAvanA
དགེ-བ-ལ-གོམས-པར-བྱེད-པ	kuzal^abhyAsa
དགེ-བ-ལ-འཇུག-པ	zubhe pravartsyAmaH
དགེ-བ-ལ-གཅིག-ཏུ-ངེས-པ	kuzala-ekAntikatA
དགེ-བ-ལ-དགའ-བ	kuzal^arAmatA
དགེ-བ-ཡང-དག-པར-ལེན-པ	kuzala-samAdAnatA
དགེ-བ-ཡང-དག-པར-བླང-བ	kuzala-samAdAna
དགེ-བ-ཡོངས-སུ-བཟུང-བ	kuzala-parigraha
དགེ-བ-ཡོངས-སུ-འཛིན-པ	kuzala-parigraha
དགེ-བ-སྡུད-པ	kuzala-saMgraha
དགེ-བ-སྡུད-པ-ལ-བར-དུ-གཅོད-པ	ã€€kuzala-saMgrahAya-antarAyam
དགེ-བ-དང-མི-དགེ-བ	kuzal^akuzala. zubh^azubha
དགེ-བ-དང-མི-དགེ-བའི-ལས	zubh^azubha-karman
དགེ-བ-དང-མི-དགེ-བའི-སྤྱོད-པ-དང-འབྲེལ-བའི-འདུ-བྱེད	zubh^azubha-ceSTA-saMbaddhaM saMskAram
དགེ-བ-དང-མི-དགེ-བའི-ལས-ཀྱི-རྒྱུ	zubh^azubha-karma-hetutva. zubh^azubha-karma-hetu
དགེ-བ-དང-མི-དགེ-བའི-ལས-ཀྱི-བྱེ-བྲག-གིས-ཡོངས-སུ-བསྒོམ-པ	zubh^azubha-karma-vizeSa-paribhAvanA
དགེ-བ-དང-མི-དགེ-བ-ཉིད	kuzal^akuzalatA
དགེ-བ-དང-མི-དགེ-བ-དང-ལུང-དུ-མ-བསྟན-པ	kuzal^akuzal^avyAkRta
དགེ-བ-དང-མི-དགེ-བ-དང-ལུང-དུ-མ-བསྟན-པའི-ཆོས-རྣམས-ཀྱི-དེ-བཞིན-ཉིད	kuzal^akuzal^av-yAkRtANAM dharmANAM tathatA
དགེ-བ-དང-ལྡན-པ	kalyANa
དགེ-བ-སོགས-པ	kuzal^opacaya
དགེ-སློབ-མ	zikSamANA
དགེ-མཚན-དང-བཀྲ-ཤིས	kautuka-maGgala
དགེ-མཚན-དང-བཀྲ-ཤིས-སུ-སྨྲ-བ	kautuku-maGgala-vAda
དགེ-མཚན-དང-བཀྲ-ཤིས-དང-སྦྱར-བ	kautuku-maGgala-pratisaMyukta
དགེ-སློང-གི-དངོས-པོ	bhikSu-bhAva
དགེ-ཚུལ-མ	zrAmaNerI
དགེ-བའི-ཆོས	kuzala-dharma; zukla-dharma
དགེ-བའི-གནས	kuzale sthAne
དགེ-བའི-ལས	kuzalaM karma. kuzala-karman
དགེ-བའི-ཕྱོགས	kuzala-pakSa
དགེ-བའི-རྒྱུ	kuzala-hetu
དགེ-བའི-རྒྱུན	kuzal^abhiSyanda
དགེ-བའི-སེམས	kuzala-citta
དགེ-བའི-ཚིག	kalyANa-vAkya
དགེ-བའི-ཕྱོགས-གཏུགས-པ	kuzala-pakSa-paryAdAna
དགེ-བའི-ཕྱོགས-ཀྱི-སྦྱོར-བ	kuzala-pakSa-prayoga
དགེ-བའི-རྩ-བ	kuzala-mUla
དགེ-བའི-རྩ-བའི-རྒྱུ	kuzala-mUla-hetu
དགེ-བའི-རྩ-བ-ཡོངས-སུ-སྨིན-པ	kuzala-mUla-paripAka
དགེ-བའི-རྩ-བ-རྣམས-མཚམས-སྦྱོར-བར-བྱེད-པ	kuzala-mUlAni pratisandadhAti
དགེ-བའི-རྩ-བ-རྣམས-རྒྱུན-འཆད-པར-བྱེད-པ	kuzala-mUlAni samucchinatti
དགེ-བའི-རྩ-བ-ཆུང-ངུ	parIttAni kuzala-mUlAni
དགེ-བའི-ལོ-ཐོག-གི-ཞིང	kuzala-zasya-kSetra
དགེ-བའི-ཟག-པ-དང-བཅས-པའི-ཆོས	kuzala-sAsravA dharmAH
དགེ-བའི-རྣམ-པར-ཤེས-པའི-རྟེན	kuzala-vijJAna-saMnizraya
དགེ-བའི-རྒྱུའི-འབྲས-བུ	kuzala-hetu-phala
དགེ-བའི-ལས-ཀྱི-རྣམ-པར-སྨིན-པ-ལས-བྱུང-བ	kuzala-karma-vipAkaja
དགེ-བའི-སེམས-རྩེ-གཅིག-པ-ཉིད	kuzala-citt^aik^agratA
དགེ-བའི-སེམས-དང-ལྡན-པ	kuzala-cetas
དགེ-བའི-སེམས-དང-ལྡན-པར-འཆི-འཕོ-བ	kuzala-cittaz cyavate
དགེ-བའི-བཤེས-གཉེན	kalyANa-mitra; kalyANa-mitratA
དགེ-བའི-བཤེས-གཉེན-བཞི	catuH-kalyANa-mitra
དགེ-བའི-བཤེས-གཉེན-ལ-བརྟེན-པ	kalyANa-mitra-saMsevA. kalyANa-mitra-sevA
དགེ-བའི-བཤེས-གཉེན-གྱི-བྱ-བ	kalyANa-mitra-karaNIya
དགེ-བའི-བཤེས-གཉེན-དུ-གྱུར-པ	kalyANa-mitra-bhUta
དགེ-བའི-འབྲས-བུའི-ཕན-ཡོན	kuzala-phal^anuzaMsa
དགེ-བའི-ཆོས-སྡུད-པ	kuzala-dharma-saMgraha
དགེ-བའི-ཆོས-སྡུད-པའི-ཚུལ-ཁྲིམས	kuzala-dharma-saMgrAhakaM zIlam
དགེ-བའི-ཆོས-སྡུད-པའི-བརྩོན-འགྲུས	kuzala-dharma-saMgrAhakaM vIryam
དགེ-བའི-ཆོས-སྡོད-པའི-ཚུལ-ཁྲིམས-ལ-གནས-པ	kuzala-dharma-saMgrAhake zIle sthitaH
དགེ-བའི-ཆོས-རྣམས-ཀྱི-ལས	kuzalAnAM dharmANAM karma
དགེ-བའི-ཆོས-ཆེན-པོ-འདུ-བའི-སྒོ	mahatI kuzala-dharmAya dvAre
དགེ-བའི-ཆོས-ཀྱི-ཕུང-པོ-དཔག-ཏུ-མེད-པ	prameyau kuzala-dharma-skandhau
དགེ-བའི-ཆོས-ཀྱི-ཚོགས-ཆེན-པོ	mahAntau kuzala-dharma-saMnicayau
དགེ-བའི-ཆོས-ཀྱི-ས-བོན	kuzala-dharma-bIja
དགེ-བའི-ཆོས-ཀྱི-ས-བོན-ཕུང-སུམ-ཚོགས-པ	kuzala-dharma-bIja-saMpad
