སངས-རྒྱས	buddhaḥ
ཕ-རོལ-གྱི-རྒོལ-བས-ཟིལ-གྱིས-མི-ནོན-པ	parapravādyanabhibhūtaḥ (parapravādyanābhi)
ཆོས-ཐམས-ཅད-ལ-སྒྲིབ-པ-མེད-པའི-ཡེ-ཤེས-ཅན	sarvadharmānāvaraṇajñānī
སེམས-ཐམས-ཅད-ལ-སེམས-མཉམ-པ	sarvasattvasamacittaḥ
བདུད-ཀྱི-ཡུལ-ཐམས-ཅད-ལས-ཡང-དག-པར-འདས-པ	sarvamāraviṣayasamātikrāntaḥ
དེ-བཞིན-གཤེགས-པ-ཐམས-ཅད-ཀྱི-ཡུལ-ལ-འཇུག-པ-ཤེས-པ-ལ-མཁས-པ	sarvatathāgataviṣayāvatārajñānakuśalaḥ
བྱམས-པ-ཆེན-པོ-དང-སྙིང-རྗེ-ཆེན-པོ-དང-ལྡན-པ	mahāmaitrīmahākaruṇāsamanvāgataḥ
ཐབས-ཤེས-པ-ལ-མཁས-པ	upāyajñānakuśalaḥ
གཟུངས-ཐོབ-པ	dhāraṇīpratilabdhaḥ
བཟོད-པས-མཉམ-པ-ཉིད-ཐོབ-པ	kṣāntisamatāpratilabdhaḥ
མངོན-པར-ཤེས-པ-མ-ཉམས-པ	acyutābhijñaḥ
ཟང-ཟིང-མེད-པ-ཆོས-སྟོན-པ	nirāmiṣadharmadeckaḥ
ཆོས-ཟབ-མོ-ལ-བཟོད-པའི-ཕ-རོལ-ཏུ-སོན-པ	gambhīradharmakṣāntipāramiṃgataḥ
བདུད-ཀྱི-ལས-ལས-ཡང-དག-པར-འདས-པ	mārakarmasamātikrāntaḥ
ལས-ཀྱི-སྒྲིབ-པའི-རྒྱུན-བཅད-པ	karmāvaraṇapratiprasrabdhaḥ
ཆོས-རབ-ཏུ-རྣམ-པར-འབྱེད-པས-རྣམ-པར-དབྱེ-བ-བསྟན-པ-ལ-མཁས-པ	dharmapravicayavibhaktinirdeśakuśalaḥ
བསྐལ-པ-གྲངས-མེད-པར-སྨོན-ལམ-ཤིན-ཏུ-བརྩམས-པ	asaṃkhyeyakalpapraṇidhānasusamārabdhaḥ
བཞིན-དུ-འཛུམ-ཞིང-གསོང-པོར-སྨྲ-བ	smitamukhapūrvābhilāpī
ཚིགས-སུ-བཅད-པའི-དབྱངས-ཀྱིས-སྨྲ-བ	gāthābhir gītābhir lāpanaḥ
སེམས-ཞུམ-པ-མེད-པ	apagatalīnacittaḥ
སྤོབས-པ-རྒྱུན-མི-འཆད-པ	anācchedyapratibhānaḥ
འཁོར-བ-མཐའ-ཡས-པ-གཟིལ-གྱིས-གནོན-པ	anantapariṣadabhibhāvanaḥ
བསྐལ-བ-བྱེ-བ-མཐའ-ཡས-པ-ལས-འབྱུང-བ-ལ-མཁས-པ	anantakalpakoṭīniḥsaraṇakuśalaḥ
སྒྱུ-མ-དང-སྨིག-རྒྱུ-དང-ཆུ-ཟླ-དང-རྨི-ལམ-དང-བྲག-ཆ-དང-མིག-ཡོར-དང-གཟུགས-བརྙན-དང-སྤྲུལ-པ-ལྟ-བུའི-ཆོས-ལ-མོས-པ	māyāmarīcyudakacandrasvapnapratiśrutkāpratibhāsapratibimbanirmāṇopamadharmādhimuktaḥ
སེམས-ཐོགས-པ-མེད-པ	apratihatacittaḥ
སེམས-ཅན-གྱི-སེམས-དང-སྤྱོད-པ-ཤེས-པ-ཕྲ-མོ-ལ-མོས-ཤིང-འཇུག-པ-ལ-མཁས-པ	sattvacittacaritasūkṣmajñānādhimuktyavatārakuśalaḥ
བཟོད-པ-ཆེན-པོ-དང-ལྡན-པ	atimātrakṣāntisamanvāgataḥ
བདག-ཉིད-ཇི-ལྟ-བ-བཞིན-དུ-འཇུག-པ-ལ-མཁས-པ	yathātmyāvatārakuśalaḥ
སངས-རྒྱས-ཀྱི-ཞིང-གི-བཀོད-པ-མཐའ-ཡས-པར-སྨོན-པ-ལ-འཇུག-པས-ཡོངས-སུ-གཟུང-བ	buddhakṣetravyūhānantapraṇidhānaprasthānaparigṛhītaḥ
འཇིག-རྟེན-གྱི-ཁམས-གྲངས-མེད-པའི-སངས-རྒྱས-རྗེས-སུ-དྲན-པའི-ཏིང-ངེ-འཛིན-རྟག-པར-རྒྱུན-དུ-མངོན-དུ-གྱུར-བ	asaṃkhyeyalokadhātubuddhānusmṛtisamādhisatatasamita(m) abhimukhībhūtaḥ
སངས-རྒྱས-དཔག-ཏུ-མེད-པ-ལ-གསོལ-བ-འདེབས-མཁས-པ	aparimitabuddhādhyeṣaṇakuśalaḥ
ལྟ-བ-ཐ-དད-པ-དང-བག-ལ-ཉལ-དང-ཀུན-ནས-དཀྲིས-པའི-ཉོན-མོངས-པ-རབ-ཏུ-ཞི-བར-བྱེད-པ-ལ-མཁས-པ	nānādṛṣṭyanuśayaparyavasthānakleśapraśamanakuśalaḥ
ཏིང-ངེ-འཛིན-གྱི-རྣམ-པར-རོལ-པ-བརྒྱ-སྟོང-སྒྲུབ-པ-ལ-མཁས-པ	samādhivikrīḍitaśatasahasranirhārakuśalaḥ
ཐམས-ཅད-མཁྱེན-པ-ཉིད-ལ-ངེས-པར-འབྱུང-བ	sarvajñātāniryātaḥ
ཁམས-གསུམ-ལ-མ-ཆགས-པ	traidhātukāsakṭaḥ
རྟོགས-པ-ཁོང-དུ-ཆུད-པ	gatiṃgataḥ
རེ-བ-ཐམས-ཅད-ཡོངས-སུ-སྐོང-བ	sarvāśāparipūrakaḥ
ཏིང-ངེ-འཛིན-སྙོམས-པར-འཇུག-པ-ཚད-མེད-པ-དང-ལྡན-པ	apramāṇasamādhisamāpattisamanvāgataḥ
ལུས-དང-ངག-དང-ཡིད-ཀྱི-ལས-ཀྱི-མཐའ-དོན-ཡོད-པ-ལ-བརྩོན-པ	amoghakāyavāgmanaḥkarmāntābhiyuktaḥ
ཏིང-ངེ-འཛིན-གྱི-སྤྱོད-པ-ཚད-མེད-པས-བྱིན-གྱིས-བརླས-པ	apramāṇasamādhicaryādhiṣṭhitaḥ
བྱང-ཆུབ-སེམས-དཔའ-སེམས-དཔའ-ཆེན-པོ-སླར-འདོད-པའི-ཡོན-ཏན-གྱིས-མ-གོས-པ	na punar bodhisattvo mahāsattvaḥ kāmaguṇair lipyate(liptaḥ)
ཏིང-ངེ-འཛིན-ཐམས-ཅད-ལ-དབང-པའི-ཕ-རོལ-ཏུ-སོན-པ	sarvasamādhivaśitāpāramiṃgataḥ
འཇིག-རྟེན-གྱི-ཆོས-རྣམས-ཀྱིས-རྗེས-སུ-མ-གོས-པ	anupalipto lokadharmaiḥ
རིགས-པར-སྤོབས-པ	yuktapratibhānaḥ
སྤོབས-པ-གྲོལ-བ	muktapratibhānaḥ
བྱམས-པའི-བདག-ཉིད-ཅན	maitryātmakaḥ
སྙིང-རྗེའི-བདག-ཉིད-ཅན	karuṇātmakaḥ
དགའ-བ-ལ-གནས-པ	muditāvihārī
བཏང-སྙོམས-ལ-གནས-པ	upekṣāvihārī
ཚུལ-ཁྲིམས-ཉམས-པ-མེད-པ	acyutaśīlaḥ
མངོན-པར-ཤེས-པས-རྣམ-པར-རོལ-པ	abhijñāvikrīḍitaḥ
བྱང-ཆུབ-སེམས-དཔའ-སེམས-དཔའ-ཆེན-པོ-དེ-དག-ཐམས-ཅད-ཀྱང-ཕལ-ཆེར-གཞོན-ནུར-གྱུར-པ	te ca bodhisattvā mahāsattvā bhūyastena sarve kumārabhūtāḥ
བྱང-ཆུབ-སེམས-དཔའི-སའི-མིང-ལ	daśabhūmināmāni
འོད-བྱེད-པ	prabhākarī
འོད-འཕྲོ-བ-ཅན	arciṣmatī
ཤིན-ཏུ-སྦྱངས-དཀའ-བ	sudurjayā
མངོན-དུ-གྱུར-བ	abhimukhī
རིང-དུ-སོང-བ	dūraṃgamaḥ
མི-གྱོ-བ	 āniñjyam|acalā 
ལེགས-པའི-བློ-གྲོས	sādhumatī
ཆོས-ཀྱི-སྤྲིན	dharmameghā
མོས-པས-སྤྱོད-པའི-སའི-མིང-ལ	adhimukticaryābhūmināmāni
མོས-པ-སྤྱོད-པའི-ས	adhimukticaryābhūmiḥ
སྣང-བ-ཐོབ-པ	ālokalabdhaḥ
སྣང-བ-མཆེད-པ	ālokavṛddhiḥ
དེ-ཁོ-ནའི-དོན-གྱི-ཕྱོགས-གཅིག-ལ-རྗེས-སུ-ཞུགས-པ	tattvārthaikadeśānupraveśaḥ
བར-ཆད-མེད-པའི-ཏིང-ངེ-འཛིན	anantaryasamādhiḥ
མོས-པ-སྤྱོད-པའི-ས-ལ-ཆོས-སྤྱོད-བཅུའི-མིང-ལ	daśadharmacaryāḥ
ཡི-གེ-འབྲི-བ	lekhanā
མཆོད-པ	 pūjanā|pūjanā 
སྦྱིན-པ	 dānam| dānam |dānam 
ཉན-པ	 śrotā|śravaṇam 
ཀློག-པ	vācanam
འཛིན-པ	udgrahaṇam
རབ-ཏུ-སྟོན-པ	prakāśanā
ཁ-ཏོན-བྱེད-པ	svādhyāyanam
སེམས-པ	 cetanā|cintanā 
སྒོམ-པ	bhāvanā
ཕ-རོལ-ཏུ-ཕྱིན-པ-བཅུའི-མིང-ལ	daśapāramitāḥ (pāram+i+tā)
སྦྱིན-པའི-ཕ-རོལ-ཏུ-ཕྱིན-པ	dānapāramitā
ཚུལ-ཁྲིམས-ཀྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	śīlapāramitā
བཟོད-པའི-ཕ-རོལ-ཏུ-ཕྱིན-བ	kṣāntipāramitā
བརྩོན-འགྲུས-ཀྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	vīryapāramitā
བསམ-གཏན-གྱི-ཕ-རོལ-ཏུ-ཕྱིན-བ	dhyānapāramitā
ཤེས-རབ-ཀྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	prajñāpāramitā
ཐབས-ཀྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	upāyapāramitā
སྨོན-ལམ-གྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	praṇidhānapāramitā
སྟོབས-ཀྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	balapāramitā
ཡེ-ཤེས-ཀྱི-ཕ-རོལ-ཏུ-ཕྱིན-པ	jñānapāramitā
བསྡུ-བའི-དངོས-པོ-བཞིའི-མིང-ལ	catvāri saṃgrahavastūni
སྙན-པར-སྨྲ-བ	priyavāditā
དོན-སྤྱོད-པ	arthacaryā
དོན-མཐུན-པ	samānārthatā
བསླབ-པ-གསུམ-གྱི-མིང-ལ	ṭrīṇi śikṣāṇi
ལྷག-པའི-ཚུལ-ཁྲིམས	adhiśīlam
ལྷག-པའི-སེམས	adhicittam
ལྷག-པའི-ཤེས-རབ	adhiprajñā
སྟོང-པ-བཅུ-བརྒྱད-ཀྱི-མིང-ལ	aṣṭadaśaśūnyatā
ནང-སྟོང-པ-ཉིད	adhyātmaśūnyatā
ཕྱི-སྟོང-པ-ཉིད	bahirdhā śūnyatā
ཕི-ནང-སྟོང-པ-ཉིད	adhyātmabahirdhāśūnyatā
སྟོང-པ-ཉིད-སྟོང-པ-ཉིད	śūnyatāśūnyatā
ཆེན-པོ-སྟོང-པ-ཉིད	mahāśūnyatā
དོན-དམ-པ-སྟོང-པ-ཉིད	paramārthaśūnyatā
འདུས-བྱས-སྟོང-པ-ཉིད	saṃskṛtaśūnyatā
འདུས-མ-བྱས-སྟོང-པ-ཉིད	asaṃskṛtaśūnyatā
མཐའ-ལས-འདས-པ-སྟོང-པ-ཉིད	atyantaśūnyatā
ཐོག-མ-དང-ཐ-མ-མེད-པ-སྟོང-པ-ཉིད	anavarāgraśūnyatā
དོར-བ-མེད-པ-སྟོང-པ-ཉིད	anavakāraśūnyatā
རང-བཞིན-སྟོང-པ-ཉིད	prakṛtiśūnyatā
ཆོས-ཐམས-ཅད-སྟོང-པ-ཉིད	sarvadharmaśūnyatā
རང-གི-མཚན-ཉིད-སྟོང-པ-ཉིད	svalakṣaṇaśūnyatā
མི-དམིགས-པ-སྟོང-པ-ཉིད	anupalambhaśūnyatā
དངོས-པོ-མེད-པའི-སྟོང-པ-ཉིད	abhāvaśūnyatā
ངོ-བོ-ཉིད-སྟོང-པ-ཉིད	svabhāvaśūnyatā
དངོས-པོ-མེད-པའི-ངོ-བོ-ཉིད-སྟོང-པ-ཉིད	abhāvasvabhāvaśūnyatā
ལུས-དྲན-པ-ཉེ-བར-བཞག-པ	kāyasmṛtyupasthānam
ཚོར-བ-དྲན-པ-ཉེ-བར-བཞག-པ	vedanāsmṛtyupasthānam
སེམས-དྲན-པ-ཉེ-བར-བཞག-པ	cittasmṛtyupasthānam
ཆོས-དྲན-པ-ཉེ-བར-བཞག-པ	dharmasmṛtyupasthānam
ཡང-དག-པར-སྤོང-བ-བཞིའི-མིང-ལ	catvāri prahāṇāni
སྡིག-པ-མི-དགེ-བའི-ཆོས-མ-སྐྱེས-པ-རྣམས-མི-བསྐྱེད-པའི-ཕྱིར-འདུན-པ-བསྐྱེད-དོ	anutpannānāṃ pāpakānām akuśalānāṃ dharmāṇām anutpādāya cchandaṃ janayati
སྡིག-པ-མི-དགེ-བའི-ཆོས-སྐྱེས-པ-རྣམས-སྤོང-བའི-ཕྱིར-འདུན-པ-བསྐྱེད-དོ	utpannānāṃ pāpakānām akuśalānāṃ dharmāṇām prahāṇāya cchandaṃ janayati
དགེ-བའི-ཆོས-མ-སྐྱེས-པ-རྣམས-བསྐྱེད-པའི-ཕྱིར-འདུན-པ-བསྐྱེད-དོ	anutpannānāṃ kuśalānāṃ dharmāṇām utpādāya cchandaṃ janayati
དགེ-བའི-ཆོས-སྐྱེས-པ-རྣམས-གནས-པ-དང-ཕྱིར-ཞིང-འབྱུང-བ-དང-ཉམས-པར-མི-འགྱུར-བ-དང-ཡོངས-སུ-རྫོགས-པར-བྱ-བའི-ཕྱིར-འདུན-པ-བསྐྱེད-དོ	utpannānāṃ kuśalānāṃ dharmāṇām sthitaye bhūyobhāvatāyai asaṃpramoṣāya paripūraṇāya cchandaṃ janayati
འབད-དོ	vyāyacchate
བརྩོན-འགྲུས-རྩོམ-མོ	vīryam ārabhate
སེམས-རབ-ཏུ-འཛིན-ནོ	cittaṃ pragṛhṇāti
ཡང-དག-པར-རབ-ཏུ-འཇོག-གོ	samyak pradadhāti
རྫུ-འཕྲུལ-གྱི-རྐང-པ-བཞིའི-མིང-ལ	catvāra(ri) ṛddhipādāḥ
འདུན-པའི-ཏིང-ངེ-འཛིན-སྤོང-བའི-འདུ-བྱེད-དང-ལྡན-པའི-རྫུ-འཕྲུལ-གྱི-རྐང-པ	chandasamādhiprahāṇasaṃskārasamanvāgata ṛddhipādaḥ
སེམས-ཀྱི-ཏིང-ངེ-འཛིན-སྤོང-བའི-འདུ-བྱེད-དང-ལྡན-པའི-རྫུ-འཕྲུལ-གྱི-རྐང-པ	cittasamādhiprahāṇasaṃskārasamanvāgata(o) ṛddhipādaḥ
བརྩོན-འགྲུས-ཀྱི-ཏིང-ངེ-འཛིན-སྤོང-བའི-འདུ-བྱེད-དང-ལྡན-པའི-རྫུ-འཕྲུལ-གྱི-རྐང-པ	vīryasamādhiprahāṇasaṃskārasamanvāgata(o) ṛddhipādaḥ
དཔྱོད-པའི-ཏིང-ངེ-འཛིན-སྤོང-བའི-འདུ-བྱེད-དང-ལྡན-པའི-རྫུ-འཕྲུལ-གྱི-རྐང-པ	mīmāṃsāsamādhiprahāṇasaṃskārasamanvāgata(o) ṛddhipādaḥ
མི-དམིགས-པའི-ཚུལ-གྱིས-བསྒོམ-མོ	anupalambhayogena bhāvayati
དབེན-པ-ལ-གནས-པ	vivekaniśritam
འདོད-ཆགས-དང-བྲལ-བ-ལ-གནས-པ	virāganiśritam
འགོག-པ-ལ-གནས-པ	nirodhaniśritam
རྣམ-པར-ཡོངས-སུ-བསྒྱུར-བ	vyavasargapariṇatam
དབང-པོ-ལྔའི-མིང-ལ	pañcendriyāṇi
དད-པའི-དབང-པོ	 śraddhendriyam|śraddhendriyam 
བརྩོན-འགྲུས-ཀྱི-དབང-པོ	 vīryendriyam|vīryendriyam 
དྲན-པའི-དབང-པོ	 smṛtīndriyam|smṛtīndriyam 
ཏིང-ངེ-འཛིན-གྱི-དབང-པ	samādhīndriyam
ཤེས-རབ-ཀྱི-དབང-པོ	 prajñendriyam|prajñendriyam 
སྟོབས-ལྔའི-མིང-ལ	pañcabalāni
དད-པའི-སྟོབས	śraddhābalam
བརྩོན-འགྲུས-ཀྱི-སྟོབས	vīryabalam
དྲན-པའི-སྟོབས	smṛtibalam
ཏིང-ངེ-འཛིན-གྱི-སྟོབས	samādhibalam
བྱང-ཆུབ-ཀྱི-ཡན-ལག-བདུན-གྱི-མིང-ལ	saptabodhyaṅgāni
དྲན-པ-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	smṛtisaṃbodhyaṅgam
ཆོས-རབ-ཏུ-རྣམ-པར-འབྱེད-པ-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	dharmapravicayasaṃbodhyaṅgam
བརྩོན-འགྲུས-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	vīryasaṃbodhyaṅgam
དགའ-བ-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	prītisaṃbodhyaṅgam
ཤིན-ཏུ-སྦྱངས-པ-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	prasrabdhisaṃbodhyaṅgam (praśrabdhisaṃbodhyaṅgam)
ཏིང-ངེ-འཛིན-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	samādhisaṃbodhyaṅgam
བཏང-སྙོམས-ཡང-དག-བྱང-ཆུབ-ཀྱི-ཡན-ལག	upekṣāsaṃbodhyaṅgam
འཕགས-པའི-ལམ-ཡན-ལག-བརྒྱད-པའི-མིང-ལ	aṣṭāṅgamārganāmāni
ཡང-དག-པའི-ལྟ-བ	samyakdṛṣṭiḥ
ཡང-དག-པའི-རྟོགས-པ	samyaksaṃkalpaḥ
ཡང-དག-པའི-ངག	samyagvāk
ཡང-དག-པའི-ལས-ཀྱི-མཐའ	samyakkarmāntaḥ
ཡང-དག-པའི-འཚོ-བ	samyagājīvaḥ
ཡང-དག-པའི-རྩོལ-བ	samyagvyāyāmaḥ
ཡང-དག-པའི-དྲན-པ	samyaksmṛtiḥ
ཡང-དག-པའི-ཏིང-ངེ-འཛིན	samyaksamādhiḥ
རང-སངས-རྒྱས-རིམ-པའི-མིང-ལ	pratyekabuddhapudgalāḥ
བསེ-རུ-ལྟ-བུ	khaḍgaviṣāṇakalpaḥ
ཚོགས-དང-སྤྱོད-པ	vargacārī
ཉན-ཐོས-ཀྱི-གང-ཟག-གི-རིན-པའི-མིང-ལ	śrāvakapudgalakramā (śrāvakapudgalakramāḥ)
རྒྱུན-དུ-ཞུགས-པ	 srota āpannaḥ|śrota āpannaḥ 
དེ-ལྟར-ཐོགས-ན-སྲིད-པ-ལན-བདུན-པ	saptakṛdbhavaparamaḥ
རིགས-ནས-རིགས-སུ-སྐྱེ-བ	kulaṃkulaḥ
ལན-ཅིག-ཕྱིར-འོང-བ	 sakṛdāgāmī|sakṛdāgāmī (sakṛdāgāmin) 
བར-ཆད-གཅིག-པ	ekavīcikaḥ
ཕྱིར-མི-འོང-བ	 anāgāmī|anāgāmī (anāgāmin) 
བར-མ-དོར-ཡོང-སུ-མྱ-ངན-ལས-འདས-པ	anantarāparinirvāyī
སྐྱེས-ནས-ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བ	upapadya parinirvāyī
མངོན-པར-འདུ-བྱེད-པ-དང-བཅས-པས-ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བ	sābhisaṃskāraparinirvāyī
མངོན-པར-འདུ-བྱེད-པ-མེད-པར-ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བ	anabhisaṃskāraparinirvāyī
གོང-དུ-འཕོ-བ	ūrdhvaśrotāḥ
ལུས-ཀྱིས-མངོན-དུ-བྱེད-པ	kāyasākṣī
དད-པས-རྗེས-སུ-འབྲང-བ	śradhānusārī
ཆོས-ཀྱི-རྗེས-སུ-འབྲང-བ	dharmanusārī
དད-པས-མོས-པ	śraddhādhimuktaḥ
མཐོང-བས-ཐོབ-པ	dṛṣṭiprāptaḥ
དུས-ཀྱིས-རྣམ-པར-གྲོལ-བ	samayavimuktaḥ
དུས-དང-མི-སྦྱོར-བར-རྣམ-པར-གྲོལ-བ	asamayavimuktaḥ
ཤེས-རབ-ཀྱིས-རྣམ-པར-གྲོལ-བ	prajñāvimuktaḥ
གཉིས-ཀའི-ཆ-ལས-རྣམ-པར-གྲོལ-བ	ubhayato bhagavimuktaḥ
ཉན-ཐོས-སོ-སོའི-མིང-ལ	nānāśrāvakanāmāni
ཀུན-ཤེས-ཀཽཎཌིཉ	ājñātakauṇḍinya
འོད-བསྲུང	kāśyapaḥ
ཤཱ-རིའི-བུ	śāriputraḥ
མོའུ-འགལ-གྱི-བུ	maudgalyāyana
ཀ-ཏྱའི-བུ-ཆེན-པོ	mahākātyāyanaḥ
རབ-འབྱོར	subhūtiḥ
བྱམས-མའི-བུ-གང-པོ	pūrṇamaitrāyaṇīputraḥ
རྟ-ཐུལ	aśvajit
མ-འགགས-པ	 aniruddhaḥ|aniruddhaḥ 
སྒྲ-གཅན-འཛིན	 rāhulaḥ|rāhulaḥ 
ཀུན-དགའ-བོ	 ānandaḥ|ānandaḥ 
དགའ-བོ	 nandaḥ| nandaḥ |nandaḥ 
དགའ-བྱེད	nandakaḥ
དགའ-ཡོད	nandikaḥ
མིང-ཆེན	 mahānāmaḥ|mahānāmaḥ 
སྐུལ-བྱེ	cundaḥ
འོད-ལྡན	tiṣyaḥ
ཉེ-རྒྱལ	upatiṣyaḥ
པང-ནས-སྐྱེས	kolitaḥ
ལྟེང-རྒྱས-འོད-སྲུང	uruvilvākāśyapaḥ
ཆུ-ཀླུང-འོད-སྲུངས	nadikāśyapaḥ
བ-ལང-བདག	gavāṃpatiḥ
རླངས-པ	 vāṣpaḥ|vāṣpaḥ 
ཉེ-སྡེ	upasenaḥ
ལམ-ཕྲན-བསྟན	śūḍa(cūla)-panthakaḥ
ལམ-ཆེན-བསྟན	mahāpanthakaḥ
གྲོ-བཞིན-སྐྱེས-བྱེ-བ-ཉི-ཤུ-པ	śroṇakoṭīviṃśaḥ (śroṇakoṭīvīṣaḥ)
འཆར-ཀ	 udāyī|udayī 
མཛེས-དགའ	sundarīnandaḥ (sundaranandaḥ)
གྲོ-བཞིན-སྐྱེས-རྣ-བ-བྱེ-བ	śroṇakoṭīkarṇaḥ
ལག-བཟང	subāhuḥ
ལག-སྤྱོད-ཀྱི-བུ	udrāyaṇaḥ
མཛེས-བཟང	lavaṇabhadrikaḥ
ཉེ-བར-འཁོར	upāliḥ
གསུས-པོ-ཆེ	mahākauṣṭhilaḥ
ག-ཡ-འོད-སྲུང	gayākāśyapaḥ
